"X","year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size","employment_rate","salary_range","remotegroup"
333,2022,"SE","FT","Data Analyst",90320,"USD",90320,"US",100,"US","M",71.2610225,90000,"Remote"
334,2022,"SE","FT","Data Engineer",165400,"USD",165400,"US",100,"US","M",71.2610225,160000,"Remote"
335,2022,"SE","FT","Data Engineer",132320,"USD",132320,"US",100,"US","M",71.2610225,130000,"Remote"
336,2022,"MI","FT","Data Analyst",167000,"USD",167000,"US",100,"US","M",71.2610225,160000,"Remote"
337,2022,"SE","FT","Data Engineer",243900,"USD",243900,"US",100,"US","M",71.2610225,240000,"Remote"
338,2022,"SE","FT","Data Analyst",136600,"USD",136600,"US",100,"US","M",71.2610225,130000,"Remote"
339,2022,"SE","FT","Data Analyst",109280,"USD",109280,"US",100,"US","M",71.2610225,1e+05,"Remote"
340,2022,"SE","FT","Data Engineer",128875,"USD",128875,"US",100,"US","M",71.2610225,120000,"Remote"
341,2022,"SE","FT","Data Engineer",93700,"USD",93700,"US",100,"US","M",71.2610225,90000,"Remote"
342,2022,"EX","FT","Head of Data Science",224000,"USD",224000,"US",100,"US","M",71.2610225,220000,"Remote"
343,2022,"EX","FT","Head of Data Science",167875,"USD",167875,"US",100,"US","M",71.2610225,160000,"Remote"
344,2022,"EX","FT","Analytics Engineer",175000,"USD",175000,"US",100,"US","M",71.2610225,170000,"Remote"
345,2022,"SE","FT","Data Engineer",156600,"USD",156600,"US",100,"US","M",71.2610225,150000,"Remote"
346,2022,"SE","FT","Data Engineer",108800,"USD",108800,"US",0,"US","M",71.2610225,1e+05,"In Person"
347,2022,"SE","FT","Data Scientist",95550,"USD",95550,"US",0,"US","M",71.2610225,90000,"In Person"
348,2022,"SE","FT","Data Engineer",113000,"USD",113000,"US",0,"US","L",71.2610225,110000,"In Person"
349,2022,"SE","FT","Data Analyst",135000,"USD",135000,"US",100,"US","M",71.2610225,130000,"Remote"
350,2022,"SE","FT","Data Science Manager",161342,"USD",161342,"US",100,"US","M",71.2610225,160000,"Remote"
351,2022,"SE","FT","Data Science Manager",137141,"USD",137141,"US",100,"US","M",71.2610225,130000,"Remote"
352,2022,"SE","FT","Data Scientist",167000,"USD",167000,"US",100,"US","M",71.2610225,160000,"Remote"
353,2022,"SE","FT","Data Scientist",123000,"USD",123000,"US",100,"US","M",71.2610225,120000,"Remote"
354,2022,"SE","FT","Data Engineer",60000,"GBP",78526,"GB",0,"GB","M",75.56232,70000,"In Person"
355,2022,"SE","FT","Data Engineer",50000,"GBP",65438,"GB",0,"GB","M",75.56232,60000,"In Person"
356,2022,"SE","FT","Data Scientist",150000,"USD",150000,"US",0,"US","M",71.2610225,150000,"In Person"
357,2022,"SE","FT","Data Scientist",211500,"USD",211500,"US",100,"US","M",71.2610225,210000,"Remote"
358,2022,"SE","FT","Data Architect",192400,"USD",192400,"CA",100,"CA","M",75.6166675,190000,"Remote"
359,2022,"SE","FT","Data Architect",90700,"USD",90700,"CA",100,"CA","M",75.6166675,90000,"Remote"
360,2022,"SE","FT","Data Analyst",130000,"USD",130000,"CA",100,"CA","M",75.6166675,130000,"Remote"
361,2022,"SE","FT","Data Analyst",61300,"USD",61300,"CA",100,"CA","M",75.6166675,60000,"Remote"
362,2022,"SE","FT","Data Analyst",130000,"USD",130000,"CA",100,"CA","M",75.6166675,130000,"Remote"
363,2022,"SE","FT","Data Analyst",61300,"USD",61300,"CA",100,"CA","M",75.6166675,60000,"Remote"
364,2022,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","L",71.2610225,160000,"In Person"
365,2022,"SE","FT","Data Scientist",138600,"USD",138600,"US",100,"US","M",71.2610225,130000,"Remote"
366,2022,"SE","FT","Data Engineer",136000,"USD",136000,"US",0,"US","M",71.2610225,130000,"In Person"
367,2022,"MI","FT","Data Analyst",58000,"USD",58000,"US",0,"US","S",71.2610225,50000,"In Person"
368,2022,"EX","FT","Analytics Engineer",135000,"USD",135000,"US",100,"US","M",71.2610225,130000,"Remote"
369,2022,"SE","FT","Data Scientist",170000,"USD",170000,"US",100,"US","M",71.2610225,170000,"Remote"
370,2022,"SE","FT","Data Scientist",123000,"USD",123000,"US",100,"US","M",71.2610225,120000,"Remote"
371,2022,"SE","FT","Machine Learning Engineer",189650,"USD",189650,"US",0,"US","M",71.2610225,180000,"In Person"
372,2022,"SE","FT","Machine Learning Engineer",164996,"USD",164996,"US",0,"US","M",71.2610225,160000,"In Person"
375,2022,"EX","FT","Lead Data Engineer",150000,"CAD",118187,"CA",100,"CA","S",75.6166675,110000,"Remote"
376,2022,"SE","FT","Data Analyst",132000,"USD",132000,"US",0,"US","M",71.2610225,130000,"In Person"
377,2022,"SE","FT","Data Engineer",165400,"USD",165400,"US",100,"US","M",71.2610225,160000,"Remote"
378,2022,"SE","FT","Data Architect",208775,"USD",208775,"US",100,"US","M",71.2610225,2e+05,"Remote"
379,2022,"SE","FT","Data Architect",147800,"USD",147800,"US",100,"US","M",71.2610225,140000,"Remote"
380,2022,"SE","FT","Data Engineer",136994,"USD",136994,"US",100,"US","M",71.2610225,130000,"Remote"
381,2022,"SE","FT","Data Engineer",101570,"USD",101570,"US",100,"US","M",71.2610225,1e+05,"Remote"
382,2022,"SE","FT","Data Analyst",128875,"USD",128875,"US",100,"US","M",71.2610225,120000,"Remote"
383,2022,"SE","FT","Data Analyst",93700,"USD",93700,"US",100,"US","M",71.2610225,90000,"Remote"
385,2022,"SE","FT","Data Engineer",132320,"USD",132320,"US",100,"US","M",71.2610225,130000,"Remote"
386,2022,"EN","FT","Machine Learning Engineer",28500,"GBP",37300,"GB",100,"GB","L",75.56232,30000,"Remote"
387,2022,"SE","FT","Data Analyst",164000,"USD",164000,"US",0,"US","M",71.2610225,160000,"In Person"
388,2022,"SE","FT","Data Engineer",155000,"USD",155000,"US",100,"US","M",71.2610225,150000,"Remote"
389,2022,"MI","FT","Machine Learning Engineer",95000,"GBP",124333,"GB",0,"GB","M",75.56232,120000,"In Person"
390,2022,"MI","FT","Machine Learning Engineer",75000,"GBP",98158,"GB",0,"GB","M",75.56232,90000,"In Person"
391,2022,"MI","FT","AI Scientist",120000,"USD",120000,"US",0,"US","M",71.2610225,120000,"In Person"
392,2022,"SE","FT","Data Analyst",112900,"USD",112900,"US",100,"US","M",71.2610225,110000,"Remote"
393,2022,"SE","FT","Data Analyst",90320,"USD",90320,"US",100,"US","M",71.2610225,90000,"Remote"
394,2022,"SE","FT","Data Analytics Manager",145000,"USD",145000,"US",100,"US","M",71.2610225,140000,"Remote"
395,2022,"SE","FT","Data Analytics Manager",105400,"USD",105400,"US",100,"US","M",71.2610225,1e+05,"Remote"
396,2022,"MI","FT","Machine Learning Engineer",80000,"EUR",87932,"FR",100,"DE","M",76.8942575,80000,"Remote"
397,2022,"MI","FT","Data Engineer",90000,"GBP",117789,"GB",0,"GB","M",75.56232,110000,"In Person"
398,2022,"SE","FT","Data Scientist",215300,"USD",215300,"US",100,"US","L",71.2610225,210000,"Remote"
399,2022,"SE","FT","Data Scientist",158200,"USD",158200,"US",100,"US","L",71.2610225,150000,"Remote"
400,2022,"SE","FT","Data Engineer",209100,"USD",209100,"US",100,"US","L",71.2610225,2e+05,"Remote"
401,2022,"SE","FT","Data Engineer",154600,"USD",154600,"US",100,"US","L",71.2610225,150000,"Remote"
402,2022,"SE","FT","Data Analyst",115934,"USD",115934,"US",0,"US","M",71.2610225,110000,"In Person"
403,2022,"SE","FT","Data Analyst",81666,"USD",81666,"US",0,"US","M",71.2610225,80000,"In Person"
404,2022,"SE","FT","Data Engineer",175000,"USD",175000,"US",100,"US","M",71.2610225,170000,"Remote"
405,2022,"MI","FT","Data Engineer",75000,"GBP",98158,"GB",0,"GB","M",75.56232,90000,"In Person"
406,2022,"MI","FT","Data Analyst",58000,"USD",58000,"US",0,"US","S",71.2610225,50000,"In Person"
407,2022,"SE","FT","Data Engineer",183600,"USD",183600,"US",100,"US","L",71.2610225,180000,"Remote"
408,2022,"MI","FT","Data Analyst",40000,"GBP",52351,"GB",100,"GB","M",75.56232,50000,"Remote"
409,2022,"SE","FT","Data Scientist",180000,"USD",180000,"US",100,"US","M",71.2610225,180000,"Remote"
410,2022,"MI","FT","Data Scientist",55000,"GBP",71982,"GB",0,"GB","M",75.56232,70000,"In Person"
411,2022,"MI","FT","Data Scientist",35000,"GBP",45807,"GB",0,"GB","M",75.56232,40000,"In Person"
414,2022,"MI","FT","Data Engineer",60000,"GBP",78526,"GB",100,"GB","M",75.56232,70000,"Remote"
415,2022,"MI","FT","Data Engineer",45000,"GBP",58894,"GB",100,"GB","M",75.56232,50000,"Remote"
416,2022,"SE","FT","Data Scientist",260000,"USD",260000,"US",100,"US","M",71.2610225,260000,"Remote"
418,2022,"MI","FT","Data Engineer",63900,"USD",63900,"US",0,"US","M",71.2610225,60000,"In Person"
419,2022,"MI","FT","Machine Learning Scientist",160000,"USD",160000,"US",100,"US","L",71.2610225,160000,"Remote"
420,2022,"MI","FT","Machine Learning Scientist",112300,"USD",112300,"US",100,"US","L",71.2610225,110000,"Remote"
421,2022,"MI","FT","Data Science Manager",241000,"USD",241000,"US",100,"US","M",71.2610225,240000,"Remote"
422,2022,"MI","FT","Data Science Manager",159000,"USD",159000,"US",100,"US","M",71.2610225,150000,"Remote"
423,2022,"SE","FT","Data Scientist",180000,"USD",180000,"US",0,"US","M",71.2610225,180000,"In Person"
424,2022,"SE","FT","Data Scientist",80000,"USD",80000,"US",0,"US","M",71.2610225,80000,"In Person"
425,2022,"MI","FT","Data Engineer",82900,"USD",82900,"US",0,"US","M",71.2610225,80000,"In Person"
426,2022,"SE","FT","Data Engineer",100800,"USD",100800,"US",100,"US","L",71.2610225,1e+05,"Remote"
428,2022,"SE","FT","Data Scientist",140400,"USD",140400,"US",0,"US","L",71.2610225,140000,"In Person"
429,2022,"MI","FT","Data Analyst",30000,"GBP",39263,"GB",100,"GB","M",75.56232,30000,"Remote"
434,2022,"MI","FT","Data Engineer",80000,"GBP",104702,"GB",100,"GB","M",75.56232,1e+05,"Remote"
435,2022,"MI","FT","Data Engineer",70000,"GBP",91614,"GB",100,"GB","M",75.56232,90000,"Remote"
438,2022,"SE","FT","Machine Learning Engineer",189650,"USD",189650,"US",0,"US","M",71.2610225,180000,"In Person"
439,2022,"SE","FT","Machine Learning Engineer",164996,"USD",164996,"US",0,"US","M",71.2610225,160000,"In Person"
442,2022,"MI","FT","Data Engineer",75000,"GBP",98158,"GB",100,"GB","M",75.56232,90000,"Remote"
443,2022,"MI","FT","Data Engineer",60000,"GBP",78526,"GB",100,"GB","M",75.56232,70000,"Remote"
444,2022,"SE","FT","Data Scientist",215300,"USD",215300,"US",0,"US","L",71.2610225,210000,"In Person"
446,2022,"SE","FT","Data Engineer",209100,"USD",209100,"US",100,"US","L",71.2610225,2e+05,"Remote"
447,2022,"SE","FT","Data Engineer",154600,"USD",154600,"US",100,"US","L",71.2610225,150000,"Remote"
448,2022,"SE","FT","Data Engineer",180000,"USD",180000,"US",100,"US","M",71.2610225,180000,"Remote"
450,2022,"SE","FT","Data Engineer",80000,"USD",80000,"US",100,"US","M",71.2610225,80000,"Remote"
451,2022,"MI","FT","Machine Learning Developer",100000,"CAD",78791,"CA",100,"CA","M",75.6166675,70000,"Remote"
452,2022,"EX","FT","Director of Data Science",250000,"CAD",196979,"CA",50,"CA","L",75.6166675,190000,"Hybrid"
453,2022,"MI","FT","Machine Learning Engineer",120000,"USD",120000,"US",100,"US","S",71.2610225,120000,"Remote"
454,2022,"EN","FT","Computer Vision Engineer",125000,"USD",125000,"US",0,"US","M",71.2610225,120000,"In Person"
455,2022,"MI","FT","NLP Engineer",240000,"CNY",37236,"US",50,"US","L",71.2610225,30000,"Hybrid"
456,2022,"SE","FT","Data Engineer",105000,"USD",105000,"US",100,"US","M",71.2610225,1e+05,"Remote"
457,2022,"SE","FT","Lead Machine Learning Engineer",80000,"EUR",87932,"DE",0,"DE","M",76.8942575,80000,"In Person"
461,2022,"EN","FT","Financial Data Analyst",100000,"USD",100000,"US",50,"US","L",71.2610225,1e+05,"Hybrid"
462,2022,"MI","PT","Data Engineer",50000,"EUR",54957,"DE",50,"DE","L",76.8942575,50000,"Hybrid"
464,2022,"SE","FT","Principal Data Scientist",148000,"EUR",162674,"DE",100,"DE","M",76.8942575,160000,"Remote"
465,2022,"EN","FT","Data Engineer",120000,"USD",120000,"US",100,"US","M",71.2610225,120000,"Remote"
466,2022,"SE","FT","Research Scientist",144000,"USD",144000,"US",50,"US","L",71.2610225,140000,"Hybrid"
467,2022,"SE","FT","Data Scientist",104890,"USD",104890,"US",100,"US","M",71.2610225,1e+05,"Remote"
468,2022,"SE","FT","Data Engineer",100000,"USD",100000,"US",100,"US","M",71.2610225,1e+05,"Remote"
469,2022,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"US","M",71.2610225,140000,"Remote"
470,2022,"MI","FT","Data Analyst",135000,"USD",135000,"US",100,"US","M",71.2610225,130000,"Remote"
471,2022,"MI","FT","Data Analyst",50000,"USD",50000,"US",100,"US","M",71.2610225,50000,"Remote"
472,2022,"SE","FT","Data Scientist",220000,"USD",220000,"US",100,"US","M",71.2610225,220000,"Remote"
473,2022,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"US","M",71.2610225,140000,"Remote"
474,2022,"MI","FT","Data Scientist",140000,"GBP",183228,"GB",0,"GB","M",75.56232,180000,"In Person"
475,2022,"MI","FT","Data Scientist",70000,"GBP",91614,"GB",0,"GB","M",75.56232,90000,"In Person"
476,2022,"SE","FT","Data Scientist",185100,"USD",185100,"US",100,"US","M",71.2610225,180000,"Remote"
477,2022,"SE","FT","Machine Learning Engineer",220000,"USD",220000,"US",100,"US","M",71.2610225,220000,"Remote"
478,2022,"MI","FT","Data Scientist",200000,"USD",200000,"US",100,"US","M",71.2610225,2e+05,"Remote"
479,2022,"MI","FT","Data Scientist",120000,"USD",120000,"US",100,"US","M",71.2610225,120000,"Remote"
482,2022,"EX","FT","Data Engineer",324000,"USD",324000,"US",100,"US","M",71.2610225,320000,"Remote"
483,2022,"EX","FT","Data Engineer",216000,"USD",216000,"US",100,"US","M",71.2610225,210000,"Remote"
484,2022,"SE","FT","Data Engineer",210000,"USD",210000,"US",100,"US","M",71.2610225,210000,"Remote"
485,2022,"SE","FT","Machine Learning Engineer",120000,"USD",120000,"US",100,"US","M",71.2610225,120000,"Remote"
486,2022,"SE","FT","Data Scientist",230000,"USD",230000,"US",100,"US","M",71.2610225,230000,"Remote"
488,2022,"MI","FL","Data Scientist",100000,"USD",100000,"CA",100,"US","M",71.2610225,1e+05,"Remote"
490,2022,"SE","FT","Head of Data",200000,"USD",200000,"MY",100,"US","M",71.2610225,2e+05,"Remote"
491,2022,"MI","FT","Principal Data Analyst",75000,"USD",75000,"CA",100,"CA","S",75.6166675,70000,"Remote"
493,2022,"SE","FT","Machine Learning Developer",100000,"CAD",78791,"CA",100,"CA","M",75.6166675,70000,"Remote"
494,2022,"SE","FT","Data Scientist",100000,"USD",100000,"BR",100,"US","M",71.2610225,1e+05,"Remote"
495,2022,"MI","FT","Machine Learning Scientist",153000,"USD",153000,"US",50,"US","M",71.2610225,150000,"Hybrid"
496,2022,"EN","FT","Data Engineer",52800,"EUR",58035,"PK",100,"DE","M",76.8942575,50000,"Remote"
497,2022,"SE","FT","Data Scientist",165000,"USD",165000,"US",100,"US","M",71.2610225,160000,"Remote"
498,2022,"SE","FT","Research Scientist",85000,"EUR",93427,"FR",50,"FR","L",68.14263,90000,"Hybrid"
499,2022,"EN","FT","Data Scientist",66500,"CAD",52396,"CA",100,"CA","L",75.6166675,50000,"Remote"
504,2022,"SE","FT","Data Engineer",115000,"USD",115000,"US",100,"US","M",71.2610225,110000,"Remote"
506,2022,"MI","FT","Applied Machine Learning Scientist",75000,"USD",75000,"BO",100,"US","L",71.2610225,70000,"Remote"
508,2022,"EN","FT","Research Scientist",120000,"USD",120000,"US",100,"US","L",71.2610225,120000,"Remote"
509,2022,"MI","FT","Applied Data Scientist",157000,"USD",157000,"US",100,"US","L",71.2610225,150000,"Remote"
511,2022,"MI","FT","Business Data Analyst",90000,"CAD",70912,"CA",50,"CA","L",75.6166675,70000,"Hybrid"
512,2022,"EN","FT","Data Engineer",65000,"USD",65000,"US",100,"US","S",71.2610225,60000,"Remote"
515,2022,"MI","FT","Data Scientist",48000,"USD",48000,"RU",100,"US","S",71.2610225,40000,"Remote"
516,2022,"SE","FT","Data Science Manager",152500,"USD",152500,"US",100,"US","M",71.2610225,150000,"Remote"
517,2022,"MI","FT","Data Engineer",62000,"EUR",68147,"FR",100,"FR","M",68.14263,60000,"Remote"
519,2022,"SE","FT","Applied Data Scientist",380000,"USD",380000,"US",100,"US","L",71.2610225,380000,"Remote"
520,2022,"MI","FT","Data Scientist",88000,"CAD",69336,"CA",100,"CA","M",75.6166675,60000,"Remote"
523,2022,"SE","FT","Data Analytics Lead",405000,"USD",405000,"US",100,"US","L",71.2610225,4e+05,"Remote"
524,2022,"MI","FT","Data Scientist",135000,"USD",135000,"US",100,"US","L",71.2610225,130000,"Remote"
525,2022,"SE","FT","Applied Data Scientist",177000,"USD",177000,"US",100,"US","L",71.2610225,170000,"Remote"
526,2022,"MI","FT","Data Scientist",78000,"USD",78000,"US",100,"US","M",71.2610225,70000,"Remote"
527,2022,"SE","FT","Data Analyst",135000,"USD",135000,"US",100,"US","M",71.2610225,130000,"Remote"
528,2022,"SE","FT","Data Analyst",100000,"USD",100000,"US",100,"US","M",71.2610225,1e+05,"Remote"
529,2022,"SE","FT","Data Analyst",90320,"USD",90320,"US",100,"US","M",71.2610225,90000,"Remote"
530,2022,"MI","FT","Data Analyst",85000,"USD",85000,"CA",0,"CA","M",75.6166675,80000,"In Person"
531,2022,"MI","FT","Data Analyst",75000,"USD",75000,"CA",0,"CA","M",75.6166675,70000,"In Person"
532,2022,"SE","FT","Machine Learning Engineer",214000,"USD",214000,"US",100,"US","M",71.2610225,210000,"Remote"
533,2022,"SE","FT","Machine Learning Engineer",192600,"USD",192600,"US",100,"US","M",71.2610225,190000,"Remote"
534,2022,"SE","FT","Data Architect",266400,"USD",266400,"US",100,"US","M",71.2610225,260000,"Remote"
535,2022,"SE","FT","Data Architect",213120,"USD",213120,"US",100,"US","M",71.2610225,210000,"Remote"
536,2022,"SE","FT","Data Analyst",112900,"USD",112900,"US",100,"US","M",71.2610225,110000,"Remote"
537,2022,"SE","FT","Data Engineer",155000,"USD",155000,"US",100,"US","M",71.2610225,150000,"Remote"
538,2022,"MI","FT","Data Scientist",141300,"USD",141300,"US",0,"US","M",71.2610225,140000,"In Person"
539,2022,"MI","FT","Data Scientist",102100,"USD",102100,"US",0,"US","M",71.2610225,1e+05,"In Person"
540,2022,"SE","FT","Data Analyst",115934,"USD",115934,"US",100,"US","M",71.2610225,110000,"Remote"
541,2022,"SE","FT","Data Analyst",81666,"USD",81666,"US",100,"US","M",71.2610225,80000,"Remote"
542,2022,"MI","FT","Data Engineer",206699,"USD",206699,"US",0,"US","M",71.2610225,2e+05,"In Person"
543,2022,"MI","FT","Data Engineer",99100,"USD",99100,"US",0,"US","M",71.2610225,90000,"In Person"
544,2022,"SE","FT","Data Engineer",130000,"USD",130000,"US",100,"US","M",71.2610225,130000,"Remote"
545,2022,"SE","FT","Data Engineer",115000,"USD",115000,"US",100,"US","M",71.2610225,110000,"Remote"
546,2022,"SE","FT","Data Engineer",110500,"USD",110500,"US",100,"US","M",71.2610225,110000,"Remote"
547,2022,"SE","FT","Data Engineer",130000,"USD",130000,"US",100,"US","M",71.2610225,130000,"Remote"
548,2022,"SE","FT","Data Analyst",99050,"USD",99050,"US",100,"US","M",71.2610225,90000,"Remote"
549,2022,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M",71.2610225,160000,"Remote"
550,2022,"SE","FT","Data Scientist",205300,"USD",205300,"US",0,"US","L",71.2610225,2e+05,"In Person"
551,2022,"SE","FT","Data Scientist",140400,"USD",140400,"US",0,"US","L",71.2610225,140000,"In Person"
552,2022,"SE","FT","Data Scientist",176000,"USD",176000,"US",100,"US","M",71.2610225,170000,"Remote"
553,2022,"SE","FT","Data Scientist",144000,"USD",144000,"US",100,"US","M",71.2610225,140000,"Remote"
554,2022,"SE","FT","Data Engineer",200100,"USD",200100,"US",100,"US","M",71.2610225,2e+05,"Remote"
555,2022,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M",71.2610225,160000,"Remote"
556,2022,"SE","FT","Data Engineer",145000,"USD",145000,"US",100,"US","M",71.2610225,140000,"Remote"
557,2022,"SE","FT","Data Engineer",70500,"USD",70500,"US",0,"US","M",71.2610225,70000,"In Person"
558,2022,"SE","FT","Data Scientist",205300,"USD",205300,"US",0,"US","M",71.2610225,2e+05,"In Person"
559,2022,"SE","FT","Data Scientist",140400,"USD",140400,"US",0,"US","M",71.2610225,140000,"In Person"
560,2022,"SE","FT","Analytics Engineer",205300,"USD",205300,"US",0,"US","M",71.2610225,2e+05,"In Person"
561,2022,"SE","FT","Analytics Engineer",184700,"USD",184700,"US",0,"US","M",71.2610225,180000,"In Person"
562,2022,"SE","FT","Data Engineer",175100,"USD",175100,"US",100,"US","M",71.2610225,170000,"Remote"
563,2022,"SE","FT","Data Engineer",140250,"USD",140250,"US",100,"US","M",71.2610225,140000,"Remote"
564,2022,"SE","FT","Data Analyst",116150,"USD",116150,"US",100,"US","M",71.2610225,110000,"Remote"
565,2022,"SE","FT","Data Engineer",54000,"USD",54000,"US",0,"US","M",71.2610225,50000,"In Person"
566,2022,"SE","FT","Data Analyst",170000,"USD",170000,"US",100,"US","M",71.2610225,170000,"Remote"
567,2022,"MI","FT","Data Analyst",50000,"GBP",65438,"GB",0,"GB","M",75.56232,60000,"In Person"
568,2022,"SE","FT","Data Analyst",80000,"USD",80000,"US",100,"US","M",71.2610225,80000,"Remote"
569,2022,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"US","M",71.2610225,140000,"Remote"
570,2022,"SE","FT","Data Scientist",210000,"USD",210000,"US",100,"US","M",71.2610225,210000,"Remote"
571,2022,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"US","M",71.2610225,140000,"Remote"
572,2022,"SE","FT","Data Analyst",100000,"USD",100000,"US",100,"US","M",71.2610225,1e+05,"Remote"
573,2022,"SE","FT","Data Analyst",69000,"USD",69000,"US",100,"US","M",71.2610225,60000,"Remote"
574,2022,"SE","FT","Data Scientist",210000,"USD",210000,"US",100,"US","M",71.2610225,210000,"Remote"
575,2022,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"US","M",71.2610225,140000,"Remote"
576,2022,"SE","FT","Data Scientist",210000,"USD",210000,"US",100,"US","M",71.2610225,210000,"Remote"
577,2022,"SE","FT","Data Analyst",150075,"USD",150075,"US",100,"US","M",71.2610225,150000,"Remote"
578,2022,"SE","FT","Data Engineer",100000,"USD",100000,"US",100,"US","M",71.2610225,1e+05,"Remote"
579,2022,"SE","FT","Data Engineer",25000,"USD",25000,"US",100,"US","M",71.2610225,20000,"Remote"
580,2022,"SE","FT","Data Analyst",126500,"USD",126500,"US",100,"US","M",71.2610225,120000,"Remote"
581,2022,"SE","FT","Data Analyst",106260,"USD",106260,"US",100,"US","M",71.2610225,1e+05,"Remote"
582,2022,"SE","FT","Data Engineer",220110,"USD",220110,"US",100,"US","M",71.2610225,220000,"Remote"
583,2022,"SE","FT","Data Engineer",160080,"USD",160080,"US",100,"US","M",71.2610225,160000,"Remote"
584,2022,"SE","FT","Data Analyst",105000,"USD",105000,"US",100,"US","M",71.2610225,1e+05,"Remote"
585,2022,"SE","FT","Data Analyst",110925,"USD",110925,"US",100,"US","M",71.2610225,110000,"Remote"
586,2022,"MI","FT","Data Analyst",35000,"GBP",45807,"GB",0,"GB","M",75.56232,40000,"In Person"
587,2022,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"US","M",71.2610225,140000,"Remote"
588,2022,"SE","FT","Data Analyst",99000,"USD",99000,"US",0,"US","M",71.2610225,90000,"In Person"
589,2022,"SE","FT","Data Analyst",60000,"USD",60000,"US",100,"US","M",71.2610225,60000,"Remote"
590,2022,"SE","FT","Data Architect",192564,"USD",192564,"US",100,"US","M",71.2610225,190000,"Remote"
591,2022,"SE","FT","Data Architect",144854,"USD",144854,"US",100,"US","M",71.2610225,140000,"Remote"
592,2022,"SE","FT","Data Scientist",230000,"USD",230000,"US",100,"US","M",71.2610225,230000,"Remote"
593,2022,"SE","FT","Data Scientist",150000,"USD",150000,"US",100,"US","M",71.2610225,150000,"Remote"
594,2022,"SE","FT","Data Analytics Manager",150260,"USD",150260,"US",100,"US","M",71.2610225,150000,"Remote"
595,2022,"SE","FT","Data Analytics Manager",109280,"USD",109280,"US",100,"US","M",71.2610225,1e+05,"Remote"
596,2022,"SE","FT","Data Scientist",210000,"USD",210000,"US",100,"US","M",71.2610225,210000,"Remote"
597,2022,"SE","FT","Data Analyst",170000,"USD",170000,"US",100,"US","M",71.2610225,170000,"Remote"
598,2022,"MI","FT","Data Scientist",160000,"USD",160000,"US",100,"US","M",71.2610225,160000,"Remote"
599,2022,"MI","FT","Data Scientist",130000,"USD",130000,"US",100,"US","M",71.2610225,130000,"Remote"
600,2022,"EN","FT","Data Analyst",67000,"USD",67000,"CA",0,"CA","M",75.6166675,60000,"In Person"
601,2022,"EN","FT","Data Analyst",52000,"USD",52000,"CA",0,"CA","M",75.6166675,50000,"In Person"
602,2022,"SE","FT","Data Engineer",154000,"USD",154000,"US",100,"US","M",71.2610225,150000,"Remote"
603,2022,"SE","FT","Data Engineer",126000,"USD",126000,"US",100,"US","M",71.2610225,120000,"Remote"
604,2022,"SE","FT","Data Analyst",129000,"USD",129000,"US",0,"US","M",71.2610225,120000,"In Person"
605,2022,"SE","FT","Data Analyst",150000,"USD",150000,"US",100,"US","M",71.2610225,150000,"Remote"
606,2022,"MI","FT","AI Scientist",200000,"USD",200000,"IN",100,"US","L",71.2610225,2e+05,"Remote"
